Gutschein/AktionsID;ProgrammID;Programmname;Titel;Gutschein-Code;Beschreibung;gültig ab;gültig bis;geändert am;Gutschein-/Aktionsart 1;Gutschein-/Aktionsart 2;Gutschein-/Aktionsart 3;Mindestbestellwert;Nur für Neukunden;Exklusiv;Partnerschaftsstatus;Werbemittelcode
"92047";"3555";"ebrosia Weinshop";"Nur 29,99 inkl Versand - das Probierpaket Italien mit 8 Flaschen";"151053-2ac46a";"Jetzt das Italien Vorteilspaket 4 Fl. Rossocupo und 4 Fl. Frizzante Bruno Cechetto VKF für nur 29,99 € inkl. Versand statt 71,92 € zzgl.. Versand.";"08.05.2015 13:00:00";"24.05.2015 23:59:00";"08.05.2015 12:33:10";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3555&type=text&tnb=51&ent=254' target='_blank'> Nur 29,99 inkl Versand - das Probierpaket Italien mit 8 Flaschen</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3555&type=text&tnb=51' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"92043";"3555";"ebrosia Weinshop";"Nur 29,99 € statt 76,74 € - 6 Flaschen Tempranillo Pelta";"151054-c8331c";"Jetzt das Probierpaket Tempranillo Pelta für nur 29,99 € statt 76,74 sowie kostenlosen Versand mit Gutscheincode 151054-c8331c";"11.05.2015 09:29:00";"24.05.2015 23:59:00";"08.05.2015 12:21:01";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3555&type=text&tnb=51&ent=258' target='_blank'> Nur 29,99 € statt 76,74 € - 6 Flaschen Tempranillo Pelta</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3555&type=text&tnb=51' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91833";"11995";"QUELLE Deutschland";"€ 50,- auf die erste Ratenzahlung";"66188";"Konditionen: - Der Gutschein gilt nur auf die 1. Bestellung bei Zahlung mit Ratenkauf und Bezahlung von mindestens 3 Raten. - 400€ Mindestkaufwert (= Wert der behaltenen Artikel) - Nur einmalig pro Person und Bestellung einlösbar. Barablöse, Kontogutschrift oder eine Kombination mit anderen Aktionen nicht möglich - Bei Stornierung oder Vollretournierung verfällt der Anspruch - Ausgenommen sind Lieferkosten, Einbauküchen von Küche&Co, Miele sowie das Technik- und Mode-Sortiment von QUELLE";"08.05.2015 00:00:00";"07.06.2015 23:59:00";"07.05.2015 07:52:38";"Für alle Produkte";"Sonstige";"";"400,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=11995&type=text&tnb=26&ent=13' target='_blank'> € 50,- auf die erste Ratenzahlung</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=11995&type=text&tnb=26' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91486";"243";"Raddiscount Online-Shop, der Fahrrad-Discounter";"50€ Rennrad-Gutschein (Mai-Aktion)";"EVENT150150-4838";"Kunden sparen 50€ beim Kauf eines Rennrads und bekommen das Fahrrad OHNE Versandkosten geliefert. Gilt nur bis Ende Mai!";"05.05.2015 00:00:00";"29.05.2015 12:00:00";"04.05.2015 17:40:47";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=243&type=text&tnb=42&ent=35' target='_blank'> 50€ Rennrad-Gutschein (Mai-Aktion)</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=243&type=text&tnb=42' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91485";"243";"Raddiscount Online-Shop, der Fahrrad-Discounter";"50€ Triathlonrad-Gutschein (Mai-Aktion)";"EVENT150150-1533";"Kunden sparen 50€ beim Kauf eines Triathlonrades und bekommen das Fahrrad OHNE Versandkosten geliefert. Gilt nur bis Ende Mai!";"05.05.2015 00:00:00";"29.05.2015 12:00:00";"04.05.2015 17:40:17";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=243&type=text&tnb=42&ent=34' target='_blank'> 50€ Triathlonrad-Gutschein (Mai-Aktion)</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=243&type=text&tnb=42' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91484";"243";"Raddiscount Online-Shop, der Fahrrad-Discounter";"100€ Full-Suspension-Bike-Gutschein (Mai-Aktion)";"EVENT150100-2538";"Kunden sparen 100€ beim Kauf eines Full Suspension Bikes und bekommen das Fahrrad OHNE Versandkosten geliefert. Gilt nur bis Ende Mai!";"05.05.2015 00:00:00";"29.05.2015 12:00:00";"04.05.2015 17:39:56";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=243&type=text&tnb=42&ent=32' target='_blank'> 100€ Full-Suspension-Bike-Gutschein (Mai-Aktion)</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=243&type=text&tnb=42' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91483";"243";"Raddiscount Online-Shop, der Fahrrad-Discounter";"100€ E-Bike-Gutschein (Mai-Aktion)";"EVENT150100-1517";"Kunden sparen 100€ beim Kauf eines E-Bikes und bekommen das Fahrrad OHNE Versandkosten geliefert. Gilt nur bis Ende Mai!";"05.05.2015 00:00:00";"29.05.2015 12:00:00";"04.05.2015 17:39:30";"Auf ausgewählte Produkte";"Versandkostenfrei";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=243&type=text&tnb=42&ent=33' target='_blank'> 100€ E-Bike-Gutschein (Mai-Aktion)</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=243&type=text&tnb=42' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91346";"7270";"mirapodo - Schöner Schuhe shoppen";"Neu:15% Rabatt für NK";"MRPAFFRAB15NK";"Neuer NK-Rabatt bei mirapodo für Sie. Ab heute und bis zum 31.05.15 erhalten alle unsere Neukunden ein 15% Startguthaben ab MBW: 59,00€. Gutschein-Code: MRPAFFRAB15NK *Gültig nur für Ihren Erstkauf bei mirapodo.de bis zum 31.05.2015. Nur anrechenbar auf das Sortiment von mirapodo.de ab einem Mindestbestellwert von 59€ und nur mit Kundenkonto. Keine Barauszahlung oder nachträgliche Anrechnung. Pro Haushalt und Bestellung nur ein Rabatt. Kombination mit Gutschein oder Gratisartikeln ausgeschlossen. Der Anspruch verfällt bei Vollretoure. Nicht auf Geschenkgutscheine anrechenbar. Einzelne Marken und Aktionen können von diesem Angebot ausgeschlossen sein. Es gelten unsere Gutscheinbedingungen auf mirapodo.de/gutscheine";"05.05.2015 00:00:00";"31.05.2015 00:00:00";"04.05.2015 12:03:13";"Für alle Produkte";"Versandkostenfrei";"";"59,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7270&type=text&tnb=14' target='_blank'> Neu:15% Rabatt für NK</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7270&type=text&tnb=14' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91206";"7270";"mirapodo - Schöner Schuhe shoppen";"Ihr 5-teiliges Taschen-Set";"5AFFMIRAPODO";"Wir feiern und beschenken Sie: Erhalten Sie jetzt unser 5-teiliges Taschen-Set, bestehend aus großer Handtasche, Spiegel, Handytasche, Beauty Case und kleinem Stoffrucksack.Der Mindestbestellwert beträgt nur 25,00€. Bitte beachten Sie unsere Gutscheinbedingungen. Gültig bis zum 30.06.15. Bitte geben Sie folgenden GS-Code: 5AFFMIRAPODO ein Wir feiern und beschenken Sie: Erhalten Sie jetzt unser 5-teiliges Taschen-Set, bestehend aus großer Handtasche, Spiegel, Handytasche, Beauty Case und kleinem Stoffrucksack.Der Mindestbestellwert beträgt nur 25,00€. Bitte beachten Sie unsere Gutscheinbedingungen.";"30.04.2015 00:00:00";"30.06.2015 00:00:00";"30.04.2015 16:45:40";"Gratisprodukt";"";"";"25,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7270&type=text&tnb=14' target='_blank'> Ihr 5-teiliges Taschen-Set</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7270&type=text&tnb=14' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91035";"5156";"Shirtinator.de - T-Shirt Druck";"5€ Rabatt";"FRUEHLINGAFF5";"5€ Rabatt auf Bestellungen ab 16€ MBW mit dem Gutscheincode FRUEHLINGAFF5";"30.04.2015 00:00:00";"16.06.2015 00:00:00";"30.04.2015 10:43:14";"Für alle Produkte";"";"";"16,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=5156&type=text&tnb=12' target='_blank'> 5€ Rabatt</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=5156&type=text&tnb=12' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"91034";"5156";"Shirtinator.de - T-Shirt Druck";"15% Rabatt";"SPRINGAFF15";"15% Rabatt auf Bestellungen ab 3 Artikeln mit dem Gutscheincode SPRINGAFF15";"30.04.2015 00:00:00";"16.06.2015 00:00:00";"30.04.2015 10:42:35";"Für alle Produkte";"Bei mehreren Produkten";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=5156&type=text&tnb=12' target='_blank'> 15% Rabatt</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=5156&type=text&tnb=12' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90106";"7768";"Fressnapf-Online-Shop";"5% sparen bei Sammelbestellungen!";"SAMMELBESTELLER5";"Sammelbestellungen und Vorratshaltung lohnt sich! Sparen Sie 5% auf Ihren gesamten Einkauf ab 100€!";"01.05.2015 00:01:00";"31.05.2015 23:59:00";"30.04.2015 10:06:49";"Für alle Produkte";"Versandkostenfrei";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7768&type=text&tnb=243&ent=230' target='_blank'> 5% sparen bei Sammelbestellungen!</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7768&type=text&tnb=243' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90780";"2564";"Blume2000";"10% Rabatt bei Blume2000";"AFP842941";"Jetzt 10% bei Blume2000.de sparen ab einem Bestellwert von 19,99 Euro.";"29.04.2015 11:00:00";"31.08.2015 23:59:00";"29.04.2015 11:52:21";"Für alle Produkte";"";"";"19,99 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=2564&type=text&tnb=72' target='_blank'> 10% Rabatt bei Blume2000</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=2564&type=text&tnb=72' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90656";"7305";"Home24.de";"150 € Rabatt bei 2000 € MBW auf alle Home24 Produkte";"DPSA1502000";"150€ Rabatt auf alle Produkte, bei 2000€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:01:00";"31.05.2015 23:59:00";"28.04.2015 17:57:53";"Für alle Produkte";"Versandkostenfrei";"";"2.000,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 150 € Rabatt bei 2000 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90654";"7305";"Home24.de";"75 € Rabatt bei 1000 € MBW auf alle Home24 Produkte";"DPSA751000";"75€ Rabatt auf alle Produkte, bei 1000€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:01:00";"31.05.2015 23:59:00";"28.04.2015 17:57:11";"Für alle Produkte";"Versandkostenfrei";"";"1.000,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 75 € Rabatt bei 1000 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90653";"7305";"Home24.de";"50 € Rabatt bei 700 € MBW auf alle Home24 Produkte";"DPSA50700";"50€ Rabatt auf alle Produkte, bei 700€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:01:00";"31.05.2015 23:59:00";"28.04.2015 17:56:36";"Für alle Produkte";"Versandkostenfrei";"";"700,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 50 € Rabatt bei 700 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90652";"7305";"Home24.de";"7% Rabatt bei 600 € MBW auf alle Home24 Produkte";"DPSA7600";"7% Rabatt auf alle Produkte, bei 600€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:00:00";"31.05.2015 23:59:00";"28.04.2015 17:56:09";"Für alle Produkte";"Versandkostenfrei";"";"600,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 7% Rabatt bei 600 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90651";"7305";"Home24.de";"6% Rabatt bei 400 € MBW auf alle Home24 Produkte";"DPSA6400";"6% Rabatt auf alle Produkte, bei 400€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:01:00";"31.05.2015 23:59:00";"28.04.2015 17:55:31";"Für alle Produkte";"Versandkostenfrei";"";"400,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 6% Rabatt bei 400 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90650";"7305";"Home24.de";"5% Rabatt bei 100 € MBW auf alle Home24 Produkte";"DPSA5100";"5% Rabatt auf alle Produkte, bei 100€ Mindestbestellwert, Nur einmal pro Person einlösbar. Nicht mit anderen Aktionen kombinierbar. Gültig bis zum 31.05.2015.";"29.04.2015 00:01:00";"31.05.2015 23:59:00";"28.04.2015 17:55:03";"Für alle Produkte";"Versandkostenfrei";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7305&type=text&tnb=17' target='_blank'> 5% Rabatt bei 100 € MBW auf alle Home24 Produkte</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7305&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90484";"4614";"koffer-direkt.de - Voll gepackt mit guten Preisen";"10 % Gutschein im Mai";"koffer14422715";"- Gutscheincode: koffer14422715 - Mindesteinkaufswert: keiner - 10 % Gutschein - Aktionszeitraum: 01.05. bis 31.05.15 - Einschränkungen: pro Bestellung nur einmal verwendbar und nicht kombinierbar";"01.05.2015 00:00:00";"31.05.2015 23:59:00";"28.04.2015 08:47:38";"Für alle Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=4614&type=text&tnb=17' target='_blank'> 10 % Gutschein im Mai</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=4614&type=text&tnb=17' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90343";"3720";"Karstadt - Online Shop";"Karstadt Sports: 100 € Rabatt im Golfsortiment";"golf100500s";"Karstadt Sports: 100 € Rabatt im Golfsortiment";"27.04.2015 00:00:00";"30.09.2015 23:59:00";"27.04.2015 10:47:37";"Auf ausgewählte Produkte";"";"";"500,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3720&type=text&tnb=47' target='_blank'> Karstadt Sports: 100 € Rabatt im Golfsortiment</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3720&type=text&tnb=47' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90342";"3720";"Karstadt - Online Shop";"Karstadt Sports: 20 € Rabatt im Golfsortiment";"golf20100s";"Karstadt Sports: 20 € Rabatt im Golfsortiment";"27.04.2015 00:00:00";"30.09.2015 23:59:00";"27.04.2015 10:46:47";"Auf ausgewählte Produkte";"";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3720&type=text&tnb=47' target='_blank'> Karstadt Sports: 20 € Rabatt im Golfsortiment</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3720&type=text&tnb=47' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90341";"3720";"Karstadt - Online Shop";"Karstadt Sports: 10 € Rabatt im Golfsortiment";"golf1060s";"Karstadt Sports: 10 € Rabatt im Golfsortiment";"27.04.2015 00:00:00";"30.09.2015 23:59:00";"27.04.2015 10:45:56";"Auf ausgewählte Produkte";"";"";"60,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3720&type=text&tnb=47' target='_blank'> Karstadt Sports: 10 € Rabatt im Golfsortiment</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3720&type=text&tnb=47' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"78809";"6159";"ZooRoyal - der Onlineshop für Ihr Haustier";"10 EUR Neukundenrabatt ab 75 EUR Mindesteinkaufswert";"zooneu2015";"10 EUR Neukundenrabatt ab 75 EUR Mindesteinkaufswert. Nur ein Gutschein pro Person. Gültig bis 30.06.2015";"20.01.2015 10:38:00";"30.06.2015 23:00:00";"24.04.2015 14:17:17";"Für alle Produkte";"";"";"75,00 €";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=6159&type=text&tnb=41&ent=154' target='_blank'> 10 EUR Neukundenrabatt ab 75 EUR Mindesteinkaufswert</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=6159&type=text&tnb=41' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90175";"2988";"Douglas Parfümerie DACH";"DE: 10% Gutscheincode AFM515";"AFM515";"Gutscheinwert: 10% Rabatt MBW: kein MBW Gutscheincode: AFM515 Aktionszeitraum: 01.05.2015 - 30.06.2015";"01.05.2015 00:00:00";"30.06.2015 00:00:00";"24.04.2015 10:21:17";"Für alle Produkte";"";"";"";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=2988&type=text&tnb=45' target='_blank'> DE: 10% Gutscheincode AFM515</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=2988&type=text&tnb=45' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"90107";"7768";"Fressnapf-Online-Shop";"10% Rabatt für Neukunden!";"NEUKUNDE";"Für unsere Neukunden gibt es einmalig 10% auf das gesamte Sortiment!";"01.05.2015 00:01:00";"31.05.2015 23:59:00";"23.04.2015 15:44:56";"Für alle Produkte";"Versandkostenfrei";"";"15,00 €";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=7768&type=text&tnb=243&ent=143' target='_blank'> 10% Rabatt für Neukunden!</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=7768&type=text&tnb=243' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"78301";"11995";"QUELLE Deutschland";"€ 15,- Neukunden Gutschein";"66099";"Konditionen: - Gültig nur für Neukunden - 75€ Mindestkaufwert (= Wert der behaltenen Artikel) - Nur einmalig pro Person und Bestellung einlösbar. Barablöse, Kontogutschrift oder eine Kombination mit anderen Aktionen nicht möglich - Bei Stornierung oder Vollretournierung verfällt der Anspruch - Ausgenommen sind Lieferkosten, Einbauküchen von Küche&Co, Miele sowie das Technik- und Mode-Sortiment von QUELLE";"14.01.2015 00:00:00";"14.07.2015 00:00:00";"15.04.2015 13:29:40";"Für alle Produkte";"";"";"75,00 €";"true";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=11995&type=text&tnb=26&ent=12' target='_blank'> € 15,- Neukunden Gutschein</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=11995&type=text&tnb=26' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"85588";"3720";"Karstadt - Online Shop";"Tennisaktion: 20 € Rabatt";"tennis20p";"Der Gutschein ist einmalig gültig für einen Einkauf von Tennisartikeln bei karstadtsports.de.";"17.03.2015 00:00:00";"31.05.2015 23:59:00";"13.04.2015 12:02:47";"Auf ausgewählte Produkte";"";"";"100,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3720&type=text&tnb=47&ent=208' target='_blank'> Tennisaktion: 20 € Rabatt</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3720&type=text&tnb=47' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"85587";"3720";"Karstadt - Online Shop";"Tennisaktion: 10 € Rabatt";"tennis10p";"10 € Aktion 60 € MBW Der Gutschein ist einmalig gültig für einen Einkauf von Tennisartikeln bei karstadtsports.de.";"17.03.2015 00:00:00";"31.05.2015 23:59:00";"13.04.2015 12:02:28";"Auf ausgewählte Produkte";"";"";"60,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=3720&type=text&tnb=47&ent=208' target='_blank'> Tennisaktion: 10 € Rabatt</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=3720&type=text&tnb=47' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
"87014";"10117";"Katzenland.de - Katzenfutter und Katzenzubehör";"Versand geschenkt";"AFF-VERSAND-FREI";"Ab einem Mindestbestellwert von 29 € schenken wir Ihnen den Versand.";"01.04.2015 12:00:00";"30.06.2015 00:00:00";"01.04.2015 11:05:45";"Versandkostenfrei";"";"";"29,00 €";"false";"false";"aktiv";"<!-- BEGIN PARTNER PROGRAM - DO NOT CHANGE THE PARAMETERS OF THE HYPERLINK --> <a href='http://partners.webmasterplan.com/click.asp?ref=610469&site=10117&type=text&tnb=7&ent=52' target='_blank'> Versand geschenkt</a> <img src='http://banners.webmasterplan.com/view.asp?ref=610469&site=10117&type=text&tnb=7' BORDER='0' WIDTH='1' HEIGHT='1' /> <!-- END PARTNER PROGRAM -->"
